Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.503858571,6.810169391,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.906816823,2.189414103,1.122726427,0.925509318,2.602436512,1.931168154,3.493368789,3.156143642,0.652745889,-4.326979506,2.205425256,1.833849094,-0.745618663,-0.060615965,1.584910826,2.352355943,2.060907402,2.723967075,2.12651009,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.2941022,3.777959423,-0.022832696,-2.627175287,14.06302465,7.704924987,7.552779136,6.869412236,5.772747823,2.86007269,4.503673483,0.397777754,7.912465852,3.848057578,1.121229796,2.221994893,2.717484755,1.919229696,1.886160908,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.773365752,2.609747448,1.70710179,2.003701598,3.992337748,2.779621087,4.027450768,5.299005385,0.784016801,-8.074615574,3.185911569,2.547530321,-1.39735454,-0.902018494,-0.364940286,0.560595415,2.627998449,3.05128111,1.671438881,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603514887,4.663807838,2.509785497,5.425740314,3.526209372,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.923669204,1.983721402,1.135531488,0.823160778,2.829752929,1.66322,2.449323601,2.424736238,0.254945946,-2.873313852,1.949437633,2.192700652,0.313134742,0.576326679,0.956183048,1.112912341,1.095464395,2.260202721,1.724880627,
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.833874077,2.167618934,0.547012574,1.572093821,-3.080138821,2.041841687,-0.081029682,-1.836175096,-2.408525619,1.093130091,2.259373637,3.188555315,-1.866790542,-3.679786534,-2.305778627,4.621898281,0.900187187,2.682178867,0.211658399,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.479762271,0.835804969,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.437471622,2.97436368,2.324351102,3.286377571,2.373951441,3.179728924,2.788324559,2.430553212,-0.28115359,-4.247821747,1.949521482,1.540147368,1.478923947,2.139485701,2.607475906,2.355524306,1.918155106,1.892077038,1.38567357,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.838341768,4.805452017,5.473837499,11.05872319,5.794496419,9.58957388,9.419770997,12.57895276,2.418572208,-3.650513994,6.249487789,7.4,6.4,3.6,4.4,3,2.9,4.8,4.8,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.70000004,4.000000099,4.499999578,5.200000074,5.599999989,5.900003916,6.399912502,4.346819164,9.149798975,4.844486998,7.899711889,14.04712363,9.292789405,7.312525007,2.897438837,2.178206744,3.447792991,8.143446549,6.263480732,
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.180140446,6.827474427,4.133009508,-1.122641858,4.813362961,5.61210719,5.915288139,3.945685431,3.696541182,3.825922386,10.82062122,10.30000083,6.163853325,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,6.547026565,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,3.799999992,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667502957,-6.356339113,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.919770758,4.131612081,3.922871813,5.794531239,5.06099261,0.59914208,5.652433669,3.273746904,-0.335172577,-4.300733661,-5.479037102,-9.13249413,-7.300493961,-3.241425056,0.739777139,-0.437833938,-0.190952296,1.505099339,1.934370827,
